iter	MultiRMSE
152	0.007895929276
153	0.007894519101
154	0.007894036441
155	0.007893083155
156	0.007892658549
157	0.007891976
158	0.00789121603
159	0.007890886251
160	0.007889347251
161	0.007888586075
162	0.007887622287
163	0.007886719154
164	0.007885975645
165	0.007885616113
166	0.007884617159
167	0.007883979214
168	0.00788294336
169	0.007881579734
170	0.007881229729
171	0.007880475243
172	0.007880088566
173	0.007879588966
174	0.007878769859
175	0.007877985745
176	0.007877208071
177	0.007876253045
178	0.007875605494
179	0.007874902901
180	0.00787409914
181	0.00787365178
182	0.007872746315
183	0.007872039542
184	0.007870728082
185	0.007870447979
186	0.007869537038
187	0.00786916973
188	0.007868335191
189	0.007867200666
190	0.00786665201
191	0.007865898516
192	0.007864846341
193	0.007864048972
194	0.007863350168
195	0.007862696828
196	0.007862450444
197	0.007862192273
198	0.007861394849
199	0.007860317242
200	0.007859630432
201	0.007858586481
202	0.007857992535
203	0.007857484254
204	0.007856755726
205	0.007856200158
206	0.007855727272
207	0.007855173303
208	0.007854475712
209	0.007853965843
210	0.007853511528
211	0.007852787033
212	0.007852016591
213	0.007851460076
214	0.00785035257
215	0.007849584192
216	0.00784870162
217	0.007848158505
218	0.007847193214
219	0.007846244903
220	0.007845768008
221	0.007845348528
222	0.00784516209
223	0.00784452516
224	0.007844086065
225	0.007842998671
226	0.007842458462
227	0.007841967182
228	0.007841296841
229	0.007840803594
230	0.00783983472
231	0.00783931693
232	0.007838714227
233	0.00783798122
234	0.007837180309
235	0.00783652389
236	0.007835747935
237	0.007834663469
238	0.007833939458
239	0.007833386265
240	0.007832376966
241	0.007831830716
242	0.007831531951
243	0.007830795872
244	0.007829774578
245	0.007829231906
246	0.007828557203
247	0.007828003685
248	0.007827518224
249	0.007827219725
250	0.007826758089
251	0.007826437365
252	0.007825462732
253	0.007824909815
254	0.007824079445
255	0.007823561347
256	0.007822852473
257	0.007822462398
258	0.007822094305
259	0.007821101782
260	0.007820597162
261	0.007820021093
262	0.007819347557
263	0.007818786557
264	0.007818594381
265	0.007818271255
266	0.007817434957
267	0.007817067714
268	0.00781642392
269	0.007815795014
270	0.007815260026
271	0.007814522208
272	0.007814282771
273	0.007813857852
274	0.007812930208
275	0.00781237849
276	0.007811643802
277	0.007811284303
278	0.007810917969
279	0.007810213128
280	0.007809536022
281	0.007809113937
282	0.007808427393
283	0.007807570887
284	0.007806846061
285	0.00780614136
286	0.007805419748
287	0.007804868525
288	0.007804589689
289	0.007804344119
290	0.007803701335
291	0.007803037845
292	0.00780261817
293	0.007802115857
294	0.007801290749
295	0.007800822445
296	0.007800540931
297	0.007800058704
298	0.007799547696
299	0.007799083007
300	0.007798382195
301	0.007797811989
302	0.007796959541
303	0.00779640393
304	0.007795941191
305	0.007795472674
306	0.007795185595
307	0.00779452894
308	0.007793535674
309	0.00779254945
310	0.00779210653
311	0.007791724798
312	0.007791157272
313	0.00779070296
314	0.007790015562
315	0.007789743936
316	0.007789223124
317	0.007788329923
318	0.007787192949
319	0.007786479315
320	0.007786073676
321	0.007785727265
322	0.007785127748
323	0.007785029071
324	0.007784324848
325	0.007783833864
326	0.007783027164
327	0.007782630305
328	0.007782062193
329	0.007781663707
330	0.007781267042
331	0.007780317642
332	0.007779562017
333	0.007779041576
334	0.007778741744
335	0.007778431873
336	0.007778218423
337	0.007777868523
338	0.007777311704
339	0.007776701158
340	0.007776201396
341	0.007775664169
342	0.007775412826
343	0.007774749859
344	0.007774377698
345	0.007773230677
346	0.007772992729
347	0.007772371615
348	0.007771919006
349	0.007771399634
350	0.007771012691
351	0.007770314355
352	0.007770084929
353	0.007769737262
354	0.007768907163
355	0.007768593513
356	0.007768235737
357	0.00776717405
358	0.007766431197
359	0.007765483908
360	0.0077651173
361	0.007764186529
362	0.007763513305
363	0.007763251652
364	0.00776284396
365	0.007762022842
366	0.007761290911
367	0.007760996834
368	0.007760254387
369	0.007759933701
370	0.007759113855
371	0.007758176041
372	0.007757712915
373	0.007757249167
374	0.007756488385
375	0.007756094747
376	0.007755610505
377	0.007755028478
378	0.007754654251
379	0.007753424249
380	0.007752927192
381	0.007752717004
382	0.007752101758
383	0.007751565792
384	0.007750970323
385	0.007750403791
386	0.007750140657
387	0.007749768255
388	0.007749345229
389	0.007748742612
390	0.00774835567
391	0.007747741776
392	0.007747289404
393	0.007746765759
394	0.007746191281
395	0.007745975057
396	0.007745535781
397	0.007744779174
398	0.007744148633
399	0.0077436443
400	0.007742912673
401	0.007742504343
402	0.007742476312
403	0.007742109414
404	0.007741397206
405	0.007741017471
406	0.007740361403
407	0.007740172305
408	0.00773981516
409	0.007739162195
410	0.007738283223
411	0.007737946999
412	0.007737344254
413	0.007736648234
414	0.00773612819
415	0.007735623203
416	0.007734737484
417	0.007734590349
418	0.007733989735
419	0.007732782789
420	0.007732460537
421	0.007732205941
422	0.007731936331
423	0.0077316344
424	0.007731277224
425	0.007730786628
426	0.007730602061
427	0.007730201149
428	0.007729769302
429	0.00772937353
430	0.007728612279
431	0.007727703721
432	0.007726760421
433	0.007726464673
434	0.007725904875
435	0.007725744137
436	0.007725089534
437	0.007724584757
438	0.00772412954
439	0.007723414249
440	0.007722599048
441	0.007722034953
442	0.007721140926
443	0.007720776165
444	0.007720314603
445	0.007719518305
446	0.007719092964
447	0.007718514091
448	0.007717990095
449	0.007717610123
450	0.007717186293
451	0.007716970815
452	0.007716333786
453	0.007716267386
454	0.007715685185
455	0.007715108075
456	0.007714749391
457	0.007714230741
458	0.007713741052
459	0.007713120751
460	0.007712642093
461	0.007712162119
462	0.007712067835
463	0.007711669365
464	0.007711107272
465	0.00771067828
466	0.007710367155
467	0.007709779719
468	0.007709099317
469	0.007708741755
470	0.007708286793
471	0.007707927914
472	0.007707083323
473	0.007706340914
474	0.007705718573
475	0.007705083961
476	0.00770464144
477	0.007704260212
478	0.007703981802
479	0.007703549245
480	0.007703014705
481	0.007702612725
482	0.007702378839
483	0.007702102066
484	0.007701917047
485	0.007701426755
486	0.007700907998
487	0.007700237558
488	0.007700041619
489	0.007699147318
490	0.007698567673
491	0.007698160132
492	0.007697927521
493	0.007697383617
494	0.00769717934
495	0.00769680195
496	0.00769634945
497	0.007696052145
498	0.007695283584
499	0.007695113436
500	0.007694585537
501	0.007694106806
502	0.00769397037
503	0.007693341513
504	0.007692659276
505	0.007692514935
506	0.007692307035
507	0.007691982815
508	0.007691704089
509	0.007691282267
510	0.007690655007
511	0.007690256017
512	0.007689826357
513	0.00768962499
514	0.007689501769
515	0.007689263588
516	0.007688841949
517	0.007688630873
518	0.007688018915
519	0.007687500526
520	0.00768696267
521	0.007686389771
522	0.007686126419
523	0.007685707012
524	0.007685086386
525	0.007684332357
526	0.007684170961
527	0.007683309481
528	0.007682872537
529	0.007682742066
530	0.007682228309
531	0.007682055727
532	0.007681812643
533	0.00768095568
534	0.007680318452
535	0.007679797453
536	0.007679302525
537	0.007678725806
538	0.007678222187
539	0.007677551361
540	0.007677187764
541	0.007676492621
542	0.007675857415
543	0.007675699974
544	0.00767554346
545	0.007675280978
546	0.007675149905
547	0.007674433473
548	0.007674194928
549	0.007673397788
550	0.007673055591
551	0.007672844635
552	0.007672446662
553	0.007672229689
554	0.007671652382
555	0.007670707919
556	0.007670243954
557	0.007669902137
558	0.007669421121
559	0.007668982601
560	0.007668797496
561	0.007668324464
562	0.007667576226
563	0.007667098827
564	0.007666718974
565	0.007666508801
566	0.007665514201
567	0.007665254233
568	0.007664334815
569	0.007663898385
570	0.007663425806
571	0.007662856349
572	0.007662300564
573	0.007662059282
574	0.007661636679
575	0.007660396611
576	0.007659768255
577	0.007659465639
578	0.007658468193
579	0.007657960909
580	0.00765740815
581	0.007657063468
582	0.007656760846
583	0.007656519043
584	0.007656220241
585	0.007655903213
586	0.007655558743
587	0.007655156672
588	0.007654731871
589	0.00765421508
590	0.007653984571
591	0.007653443009
592	0.007653068832
593	0.007652757476
594	0.007652313758
595	0.007651741139
596	0.007651270214
597	0.007651186733
598	0.007650288205
599	0.007649619327
600	0.007649238143
601	0.007648461653
602	0.007647771581
603	0.007647511953
604	0.007647285786
605	0.007646863287
606	0.007646385692
607	0.007645487311
608	0.007645024165
609	0.007644423102
610	0.007644009266
611	0.007643627088
612	0.007643271814
613	0.007642890976
614	0.007642672147
615	0.007642234421
616	0.007641787741
617	0.007641400919
618	0.007641055146
619	0.007640888089
620	0.007640435305
621	0.007640090571
622	0.007639559917
623	0.007639024499
624	0.007638372495
625	0.007637942035
626	0.007637394793
627	0.007637094205
628	0.007636718392
629	0.007636187112
630	0.00763595098
631	0.00763521529
632	0.00763475465
633	0.007634165393
634	0.007633092744
635	0.007632607701
636	0.007632129232
637	0.007631633445
638	0.007631095254
639	0.007630725247
640	0.007630432766
641	0.007630130374
642	0.007629784286
643	0.007629409175
644	0.007629190371
645	0.007628859064
646	0.007628333215
647	0.007628106207
648	0.007627631934
649	0.007627309892
650	0.007626857319
651	0.007626435208
652	0.007626254221
653	0.007625868563
654	0.007625562318
655	0.007624757806
656	0.007624412432
657	0.007623859495
658	0.007623473672
659	0.007622955687
660	0.007622419517
661	0.007621964811
662	0.007621415582
663	0.007621100592
664	0.007620615496
665	0.007620211241
666	0.007619670736
667	0.007619249144
668	0.00761899163
669	0.007618734058
670	0.007618436311
671	0.007618080982
672	0.007617720868
673	0.007617296337
674	0.007616889602
675	0.007616669735
676	0.007615756415
677	0.007615327571
678	0.007614939457
679	0.00761427943
680	0.007613848795
681	0.007613109811
682	0.007612738968
683	0.007612377555
684	0.007611858721
685	0.007611210243
686	0.007610575875
687	0.00760961721
688	0.007609372917
689	0.007608906793
690	0.00760804267
691	0.00760730112
692	0.007606855491
693	0.007606310126
694	0.007605950394
695	0.00760546826
696	0.007605109666
697	0.007604627796
698	0.007604368742
699	0.007603340338
700	0.007602878471
701	0.007602489524
702	0.007602010069
703	0.007601622186
704	0.00760127192
705	0.007600790504
706	0.007599957554
707	0.007599642563
708	0.007598944247
709	0.007598416811
710	0.007597994199
711	0.00759730441
712	0.007596999146
713	0.007596426738
714	0.007595540497
715	0.007595188977
716	0.007594809269
717	0.007594246242
718	0.007593879071
719	0.007593437712
720	0.007593039706
721	0.00759278748
722	0.007592039822
723	0.007591061933
724	0.007590551437
725	0.007590268706
726	0.007589853176
727	0.007589631493
728	0.007589027516
729	0.007588594379
730	0.007588245112
731	0.007587426348
732	0.007587074078
733	0.007586791702
734	0.007586500908
735	0.007586068786
736	0.007585891182
737	0.007585396885
738	0.007584554962
739	0.007584242032
740	0.007583577741
741	0.007582853051
742	0.007582519487
743	0.007582276086
744	0.00758152877
745	0.00758070621
746	0.007579798671
747	0.007579032626
748	0.007578360164
749	0.007577753446
750	0.007577333373
751	0.007576439143
752	0.007576046655
753	0.007575639035
754	0.007575324492
755	0.00757484988
756	0.007574594049
757	0.007574406406
758	0.007573992359
759	0.007573786599
760	0.007572691754
761	0.007572251336
762	0.007572070952
763	0.007571523433
764	0.007571292442
765	0.007570982426
766	0.007570701616
767	0.007570281533
768	0.007570173591
769	0.007569396246
770	0.00756897745
771	0.007568633899
772	0.007568300365
773	0.007567978124
774	0.007567311311
775	0.007567075642
776	0.007566250138
777	0.007565161171
778	0.007564724087
779	0.007564416951
780	0.007563837909
781	0.00756309957
782	0.007562374824
783	0.00756175494
784	0.007561401313
785	0.007561111871
786	0.007560923025
787	0.007560295122
788	0.007559957462
789	0.007559491534
790	0.007559081778
791	0.007558809598
792	0.00755832177
793	0.007557970603
794	0.007557658972
795	0.00755705498
796	0.007556491121
797	0.007556135342
798	0.007555812283
799	0.007555247478
800	0.007554537804
801	0.00755357288
802	0.007553216087
803	0.007552992539
804	0.007552604404
805	0.007552047046
806	0.007551508629
807	0.007550885983
808	0.007550319687
809	0.007549523523
810	0.007549018833
811	0.007548507273
812	0.007548154642
813	0.007547578267
814	0.007547411652
815	0.007547052284
816	0.00754659235
817	0.007546177291
818	0.007545996534
819	0.007545629018
820	0.007544489535
821	0.007543711675
822	0.007543161324
823	0.00754248422
824	0.007541775027
825	0.007540936723
826	0.007540162636
827	0.007539807449
828	0.007539486904
829	0.007539099509
830	0.007538870003
831	0.007538692767
832	0.007538116606
833	0.007537675196
834	0.00753696433
835	0.007535793605
836	0.007535316747
837	0.007535052788
838	0.007534703177
839	0.007534257202
840	0.007533499666
841	0.007533020356
842	0.007532555851
843	0.007531877198
844	0.007531186922
845	0.007530853999
846	0.007530214865
847	0.007529886888
848	0.007529042999
849	0.007528550735
850	0.007527988503
851	0.007527407315
852	0.007527033128
853	0.007526499702
854	0.007525943282
855	0.007525376897
856	0.007525096815
857	0.007524058772
858	0.007523672839
859	0.007523404794
860	0.007523128342
861	0.007522777849
862	0.007522583726
863	0.007522083999
864	0.00752148771
865	0.007520792523
866	0.007520275156
867	0.007519787327
868	0.007519468567
869	0.007518963721
870	0.007518535438
871	0.00751817793
872	0.007517782794
873	0.007517535903
874	0.007517150985
875	0.007516741634
876	0.007516033545
877	0.007515508604
878	0.007515018916
879	0.007514750644
880	0.007514417236
881	0.007513852555
882	0.007512982741
883	0.007512649191
884	0.007512432849
885	0.007512019837
886	0.007511023215
887	0.007510782735
888	0.007510160174
889	0.007509197387
890	0.007508921434
891	0.007508382874
892	0.007508094502
893	0.007507320786
894	0.007506705548
895	0.007506424662
896	0.007505934868
897	0.007505498684
898	0.007504876042
899	0.007504341919
900	0.007503903033
901	0.007503560182
902	0.007503117643
903	0.007501805022
904	0.007501446793
905	0.007500821524
906	0.007500421767
907	0.007500176527
908	0.007499765526
909	0.007499395582
910	0.00749891294
911	0.0074979783
912	0.007497684563
913	0.007497109013
914	0.007496568124
915	0.007496030423
916	0.007495825453
917	0.007495260761
918	0.007494856329
919	0.007494626908
920	0.007494345262
921	0.007493917048
922	0.007493351377
923	0.007492593802
924	0.007491922856
925	0.007491550799
926	0.007490705576
927	0.007490115338
928	0.007489884675
929	0.007489369484
930	0.007488735056
931	0.007488501257
932	0.007488135122
933	0.007487585633
934	0.007486920788
935	0.007486623326
936	0.007486297391
937	0.007485971217
938	0.007485573251
939	0.007485051204
940	0.00748440748
941	0.007484159999
942	0.00748347788
943	0.007483314847
944	0.007482776598
945	0.007482350889
946	0.007481926933
947	0.007481714481
948	0.00748133639
949	0.007480903727
950	0.007480663456
951	0.007480387867
952	0.007479913094
953	0.007479165376
954	0.007478686819
955	0.007478187581
956	0.007477348646
957	0.007476979688
958	0.00747659407
959	0.007476300753
960	0.007475859854
961	0.007474879804
962	0.007473893705
963	0.007473204845
964	0.00747281489
965	0.007472154175
966	0.007471904783
967	0.007471563133
968	0.007470657984
969	0.007470396427
970	0.007469880109
971	0.00746956866
972	0.007469070546
973	0.00746865365
974	0.007468360069
975	0.007467164466
976	0.00746674344
977	0.00746621652
978	0.007465933428
979	0.007465634507
980	0.007465275026
981	0.00746468381
982	0.007463665699
983	0.007462773524
984	0.007461773932
985	0.007460967735
986	0.007460530982
987	0.007459618388
988	0.007459008877
989	0.007458692857
990	0.007458377362
991	0.007457796053
992	0.007456805078
993	0.007456435816
994	0.007456199514
995	0.007456006284
996	0.007455533156
997	0.00745482501
998	0.007453947993
999	0.007453545881
1000	0.007452597119
1001	0.007452062886
1002	0.007451583333
1003	0.007450611988
1004	0.007449903102
1005	0.007449008897
1006	0.007448633805
1007	0.00744821028
1008	0.007447822214
1009	0.00744723134
1010	0.00744658947
1011	0.007445993161
1012	0.00744478493
1013	0.007444438266
1014	0.007444202644
1015	0.007443859531
1016	0.007443285421
1017	0.007443111308
1018	0.007442635194
1019	0.007442372555
1020	0.007442001808
1021	0.007441191227
1022	0.007440837661
1023	0.007440080246
1024	0.007439791187
1025	0.007439588247
1026	0.007439042419
1027	0.007438620657
1028	0.00743792885
1029	0.007437594571
1030	0.007437248785
1031	0.007436823788
1032	0.007436382021
1033	0.007436221317
1034	0.007435596437
1035	0.007435272963
1036	0.007435016495
1037	0.00743462215
1038	0.007433923037
1039	0.007433636981
1040	0.007432739195
1041	0.007432188551
1042	0.007431520403
1043	0.007431034224
1044	0.007430708514
1045	0.007429970302
1046	0.007429615781
1047	0.007428917325
1048	0.007428098352
1049	0.007427318863
1050	0.007426455736
1051	0.007426079346
1052	0.007425825718
1053	0.007425292077
1054	0.00742497857
1055	0.007424651297
1056	0.00742416025
1057	0.007423737622
1058	0.007423560934
1059	0.007423245849
1060	0.007422686163
1061	0.007421609816
1062	0.007421156447
1063	0.007420753904
1064	0.007419928441
1065	0.007419337929
1066	0.007418946211
1067	0.007418711441
1068	0.007418131456
1069	0.007417282294
1070	0.007416817356
1071	0.007416284506
1072	0.007416022327
1073	0.007415721813
1074	0.007415424641
1075	0.007414521336
1076	0.007414301886
1077	0.007413724897
1078	0.007413391564
1079	0.007412511655
1080	0.007411198727
1081	0.007410721415
1082	0.007410330983
1083	0.007410057246
1084	0.007409498897
1085	0.007409108533
1086	0.007408782645
1087	0.007408048296
1088	0.007407797322
1089	0.007407194411
1090	0.00740641679
1091	0.007405821868
1092	0.007405382217
1093	0.007405097682
1094	0.007404659221
1095	0.007403774955
1096	0.007403509085
1097	0.007403283427
1098	0.007402851015
1099	0.00740254558
1100	0.007402324971
1101	0.007402062099
1102	0.007401555653
1103	0.007401194136
1104	0.007400887018
1105	0.00740036978
1106	0.007400068806
1107	0.007399730855
1108	0.007399140014
1109	0.007398750087
1110	0.007398226251
1111	0.007397747772
1112	0.007397470198
1113	0.007397210273
1114	0.007396973458
1115	0.007396709029
1116	0.007396021378
1117	0.007395841159
1118	0.007395339121
1119	0.007394852048
1120	0.007394502057
1121	0.007393571209
1122	0.007392957519
1123	0.007392420865
1124	0.007391817463
1125	0.007391630414
1126	0.00739130823
1127	0.007390280993
1128	0.007390102261
1129	0.007389382495
1130	0.007389133943
1131	0.007388677361
1132	0.007388253926
1133	0.007387972982
1134	0.007387734665
1135	0.007387204921
1136	0.007386723484
1137	0.007386129523
1138	0.007385681242
1139	0.007385336454
1140	0.007384571485
1141	0.007384181569
1142	0.007383326822
1143	0.007383105715
1144	0.007383012916
1145	0.00738190344
1146	0.00738149449
1147	0.007380966266
1148	0.007380658231
1149	0.007380206998
1150	0.007379892917
1151	0.007379457894
1152	0.007379302678
1153	0.007378848931
1154	0.007378281582
1155	0.007378140849
1156	0.00737786153
1157	0.00737695615
1158	0.007376187395
1159	0.007375979072
1160	0.007375448227
1161	0.007375171707
1162	0.007374527435
1163	0.007373934522
1164	0.007373367548
1165	0.007372872633
1166	0.007372365595
1167	0.007371918403
1168	0.007371622473
1169	0.007371148747
1170	0.007370262236
1171	0.007369425065
1172	0.007368977849
1173	0.007368412525
1174	0.007367843549
1175	0.007367459173
1176	0.007366969569
1177	0.007366733066
1178	0.007366333002
1179	0.007365875951
1180	0.007365269879
1181	0.00736475874
1182	0.007364114251
1183	0.007363682941
1184	0.007363115098
1185	0.007362475877
1186	0.007361769583
1187	0.007361412257
1188	0.007361173814
1189	0.007360726383
1190	0.007360004185
1191	0.007358881512
1192	0.007358495795
1193	0.007358087062
1194	0.007357800069
1195	0.00735754181
1196	0.007357301563
1197	0.007356970703
1198	0.007356483313
1199	0.007356111052
1200	0.007355739674
1201	0.007355379408
1202	0.007354484197
1203	0.007354201844
1204	0.007353827043
1205	0.007353525417
1206	0.007352994854
1207	0.007352789654
1208	0.007352213865
1209	0.007351620798
1210	0.007351440184
1211	0.00735122985
1212	0.007350999494
1213	0.007350625364
1214	0.007350237733
1215	0.00734944821
1216	0.007348891863
1217	0.007348591324
1218	0.007348037339
1219	0.007347677003
1220	0.00734747058
1221	0.007346472418
1222	0.007346250671
1223	0.007345971592
1224	0.007345444223
1225	0.007345063749
1226	0.007344813712
1227	0.007344380711
1228	0.00734377426
1229	0.007343594475
1230	0.007343339442
1231	0.007342996811
1232	0.007342455695
1233	0.007342095174
1234	0.007341724364
1235	0.00734133265
1236	0.007340473143
1237	0.007340054706
1238	0.007339894581
1239	0.007339353866
1240	0.007338606084
1241	0.007338263953
1242	0.007338025021
1243	0.007337645134
1244	0.007337173616
1245	0.007336632892
1246	0.007336348091
1247	0.007335835124
1248	0.007335464366
1249	0.007334865977
1250	0.007334263681
1251	0.007333484585
1252	0.007333120104
1253	0.007332946172
1254	0.007332690422
1255	0.007331787392
1256	0.007331535864
1257	0.007330833521
1258	0.007330548746
1259	0.007330400568
1260	0.007330275704
1261	0.007330072101
1262	0.007329537975
1263	0.00732921584
1264	0.007329055299
1265	0.007328739364
1266	0.007328247452
1267	0.007327648454
1268	0.007327098107
1269	0.007326475594
1270	0.007326311524
1271	0.007325853397
1272	0.007325687219
1273	0.007325596707
1274	0.007325480903
1275	0.00732496604
1276	0.007324483826
1277	0.007324009225
1278	0.007323338152
1279	0.007323107413
1280	0.007322702245
1281	0.007322307488
1282	0.007321652612
1283	0.007321248261
1284	0.007320672101
1285	0.007320285526
1286	0.007319482089
1287	0.007319163981
1288	0.007318884632
1289	0.00731864725
1290	0.007318322019
1291	0.007318116348
1292	0.007317397869
1293	0.007317130111
1294	0.007316960947
1295	0.007316687082
1296	0.007316382111
1297	0.007315740219
1298	0.00731550282
1299	0.007315040453
1300	0.007314877092
1301	0.007314129176
1302	0.007313550717
1303	0.007312865723
1304	0.007312390804
1305	0.007311926596
1306	0.007311410425
1307	0.007311124933
1308	0.007310344425
1309	0.007309908951
1310	0.007309660127
1311	0.007308820797
1312	0.00730861909
1313	0.007308323407
1314	0.00730762589
1315	0.007307373867
1316	0.007306333313
1317	0.007305970584
1318	0.007305489532
1319	0.007304727217
1320	0.00730449593
1321	0.007304307511
1322	0.007304049722
1323	0.007303823909
1324	0.007303639112
1325	0.007303307726
1326	0.007302647627
1327	0.007302277245
1328	0.007301275637
1329	0.007300647943
1330	0.007300371081
1331	0.007299295486
1332	0.007298944111
1333	0.007298796773
1334	0.007298627179
1335	0.007298455222
1336	0.007298330257
1337	0.007298183648
1338	0.007298072122
1339	0.007297490619
1340	0.007297123754
1341	0.007296785774
1342	0.007295607887
1343	0.007294757921
1344	0.007294050461
1345	0.007293677716
1346	0.007293552977
1347	0.007293441394
1348	0.007293160441
1349	0.007292917286
1350	0.007292311846
1351	0.0072919215
1352	0.007291585038
1353	0.007290898332
1354	0.00728996176
1355	0.007289501401
1356	0.00728910732
1357	0.007288769678
1358	0.007288546723
1359	0.007288190072
1360	0.007287869511
1361	0.007287024735
1362	0.007286647308
1363	0.007286533033
1364	0.007285922735
1365	0.007285450008
1366	0.007285094203
1367	0.007284549547
1368	0.007283994488
1369	0.007283082026
1370	0.007282652306
1371	0.007281958677
1372	0.007281532066
1373	0.007280983231
1374	0.007280551153
1375	0.007280175739
1376	0.007279712943
1377	0.00727949113
1378	0.007278941433
1379	0.007278481292
1380	0.00727776107
1381	0.007277551897
1382	0.007277407807
1383	0.007277050632
1384	0.007276631921
1385	0.007276463451
1386	0.007275551415
1387	0.007275044751
1388	0.007274493674
1389	0.007274068356
1390	0.007273627849
1391	0.00727336052
1392	0.007273261546
1393	0.007272858713
1394	0.007272528007
1395	0.007272284004
1396	0.007271881621
1397	0.007271476314
1398	0.007270938392
1399	0.007270530154
1400	0.007270005144
1401	0.007269737264
1402	0.007269500021
1403	0.007268950057
1404	0.007268014351
1405	0.007267806742
1406	0.007267487804
1407	0.007266959507
1408	0.007266786702
1409	0.007266222147
1410	0.007265076656
1411	0.007264801645
1412	0.007264344748
1413	0.007264183482
1414	0.007263796233
1415	0.007263417959
1416	0.007263173173
1417	0.007262924022
1418	0.007262592308
1419	0.007262130357
1420	0.007261303348
1421	0.007261219171
1422	0.007260871616
1423	0.007260144681
1424	0.007259414976
1425	0.007259227059
1426	0.007258867443
1427	0.007258609484
1428	0.007258031486
1429	0.007257506825
1430	0.007256624293
1431	0.007256373304
1432	0.007256104384
1433	0.007255897692
1434	0.007255586748
1435	0.007255109061
1436	0.007254446095
1437	0.007254178997
1438	0.007253702236
1439	0.007253429195
1440	0.007252815576
1441	0.007252515656
1442	0.00725247076
1443	0.007252307679
1444	0.007251749906
1445	0.007251221017
1446	0.007250653028
1447	0.007250156005
1448	0.007250028264
1449	0.007249419932
1450	0.007249219703
1451	0.007249028314
1452	0.007248812232
1453	0.00724863314
1454	0.007248077425
1455	0.007247861575
1456	0.007247638263
1457	0.00724727048
1458	0.007246951838
1459	0.007246835088
1460	0.007246539405
1461	0.007245987895
1462	0.007245545742
1463	0.007245317977
1464	0.007244912781
1465	0.007244723345
1466	0.007244290376
1467	0.007243884657
1468	0.007243646015
1469	0.007243427189
1470	0.007243210244
1471	0.007243005673
1472	0.007242791422
1473	0.007242575338
1474	0.007242110658
1475	0.00724171676
1476	0.007241101819
1477	0.007240892772
1478	0.007240477483
1479	0.007239888291
1480	0.007239658272
1481	0.007239008041
1482	0.007238820124
1483	0.007238703337
1484	0.007238576962
1485	0.007237711862
1486	0.007237109719
1487	0.007236511184
1488	0.007236189766
1489	0.007235809006
1490	0.007235494947
1491	0.007235246855
1492	0.007234999498
1493	0.007234727239
1494	0.007234468672
1495	0.007234014387
1496	0.007233471197
